type,react_date,post_id,user_id
Like,1588165454,702,43
Like,1588163328,808,47
Like,1588166685,671,274
Like,1588167201,4620,64
Emoticon,1588163369,2771,434
Like,1588164481,7190,854
Like,1588165932,642,841
Emoticon,1588163132,650,216
Emoticon,1588167079,4591,794
Like,1588164345,516,178
Comment,1588165317,707,488
Comment,1588169742,2771,329
Like,1588167315,2792,128
Emoticon,1588167748,666,541
Like,1588166313,8222,876
Comment,1588166201,706,321
Emoticon,1588166699,661,753
Emoticon,1588162982,686,510
Comment,1588167439,4264,344
Comment,1588167918,1500,815
Like,1588164843,2792,402
Like,1588166037,693,477
Emoticon,1588162827,3753,839
Comment,1588169382,73,235
Emoticon,1588164185,712,693
Emoticon,1588163150,2771,625
Emoticon,1588166096,735,651
Emoticon,1588163046,5013,817
Like,1588165557,726,638
Like,1588164355,73,187
Like,1588162703,3390,269
Emoticon,1588165283,9139,716
Emoticon,1588162565,2096,768
Emoticon,1588166321,737,92
Emoticon,1588165615,67,44
Comment,1588167136,808,525
Like,1588165157,7215,649
Comment,1588163564,3741,18
Emoticon,1588162360,764,290
Emoticon,1588162653,651,533
Like,1588167003,8222,157
Comment,1588164955,653,746
Emoticon,1588169287,723,633
Comment,1588167629,4591,377
Like,1588163709,692,137
Like,1588165254,4742,562
Emoticon,1588166885,639,598
Like,1588164497,7813,337
Emoticon,1588165148,635,353
Comment,1588166644,73,248
Emoticon,1588162599,5164,737
Like,1588170891,465,749
Comment,1588167652,656,213
Comment,1588163370,638,843
Emoticon,1588162287,5313,693
Comment,1588163802,2400,760
Comment,1588161611,652,771
Comment,1588166445,7816,998
Comment,1588165102,2650,290
Like,1588162818,4273,149
Emoticon,1588167196,6890,182
Like,1588164052,705,889
Emoticon,1588163198,659,87
Comment,1588165370,2400,705
Emoticon,1588162925,737,366
Comment,1588166450,2771,51
Like,1588166681,685,937
Like,1588163195,5837,967
Emoticon,1588164399,687,616
Emoticon,1588167794,4423,225
Emoticon,1588165287,704,29
Like,1588164425,704,951
Like,1588165709,638,704
Comment,1588165212,4742,114
Emoticon,1588164299,698,613
Comment,1588164381,2963,641
Comment,1588162602,735,164
Like,1588165041,66,663
Comment,1588168420,636,754
Comment,1588164899,5013,235
Comment,1588169788,9139,479
Emoticon,1588164186,3402,364
Emoticon,1588168753,8948,768
Emoticon,1588164926,8285,685
Like,1588167908,74,890
Emoticon,1588166865,1946,823
Comment,1588165135,1792,160
Like,1588165825,7215,829
Like,1588168096,666,220
Comment,1588164139,652,154
Comment,1588161269,702,897
Like,1588165815,4742,824
Like,1588166574,707,331
Comment,1588165935,4018,330
Comment,1588166893,2963,739
Comment,1588165868,7045,320
Comment,1588164287,635,1
Like,1588165877,7604,364
Like,1588163263,68,282
Emoticon,1588164254,1931,287
Emoticon,1588168728,833,719
Comment,1588164713,3753,729
Like,1588166220,692,590
Emoticon,1588165374,731,304
Emoticon,1588167832,718,988
Comment,1588167577,7817,500
Comment,1588162822,717,797
Emoticon,1588167287,707,280
Like,1588165687,1931,990
Like,1588167125,677,324
Like,1588164642,2141,249
Like,1588169101,5921,740
Like,1588167721,668,272
Comment,1588167143,710,836
Like,1588165588,708,640
Emoticon,1588166484,709,899
Like,1588166408,724,398
Like,1588167922,71,263
Emoticon,1588164217,698,723
Comment,1588165905,2812,859
Comment,1588164858,4273,212
Emoticon,1588167394,7738,471
Like,1588169210,2549,584
Comment,1588165717,6572,393
Comment,1588167067,118,302
Emoticon,1588164467,3741,170
Comment,1588168136,648,940
Comment,1588167479,653,967
Comment,1588164190,8019,752
Like,1588165703,6525,614
Like,1588163785,1887,817
Comment,1588161672,729,990
Emoticon,1588165979,7677,466
Like,1588162589,8682,396
Comment,1588167641,5921,172
Emoticon,1588166377,8727,994
Like,1588164967,1931,540
Like,1588165442,7821,514
Emoticon,1588168015,4423,771
Comment,1588164458,516,356
Comment,1588164966,637,175
Emoticon,1588162976,3611,596
Emoticon,1588164115,7508,658
Comment,1588164407,2650,643
Emoticon,1588166943,74,305
Like,1588163594,7124,729
Comment,1588167723,9087,518
Like,1588162791,659,371
Emoticon,1588164026,4264,359
Comment,1588165084,8019,541
Emoticon,1588163335,684,925
Emoticon,1588165340,721,425
Comment,1588163876,7812,486
Emoticon,1588165869,732,259
Comment,1588162804,6011,432
Like,1588162720,5052,343
Emoticon,1588164379,705,452
Comment,1588161177,672,484
Comment,1588161562,730,669
Emoticon,1588165564,719,327
Emoticon,1588166444,670,183
Comment,1588165036,667,517
Emoticon,1588163368,4264,459
Like,1588163337,678,467
Emoticon,1588161396,2549,553
Like,1588166791,4264,799
Comment,1588166287,652,896
Emoticon,1588163721,666,729
Comment,1588166944,1440,960
Like,1588165787,69,924
Emoticon,1588165709,736,602
Comment,1588162167,5679,834
Comment,1588163479,8285,475
Like,1588165639,1509,173
Like,1588161500,2963,66
Like,1588168137,7813,238
Comment,1588168709,6525,630
Like,1588163200,4273,491
Emoticon,1588165182,1440,869
Comment,1588170381,9139,528
Like,1588164656,669,318
Comment,1588164217,704,455
Emoticon,1588165133,65,186
Emoticon,1588165889,674,154
Like,1588166529,4915,185
Like,1588165571,2974,532
Emoticon,1588163387,8592,867
Like,1588162272,7508,925
Comment,1588165414,1595,800
Like,1588161872,2930,85
Like,1588163605,1167,903
Emoticon,1588163589,659,864
Emoticon,1588166032,678,323
Like,1588163549,728,449
Like,1588166196,735,460
Like,1588167772,678,116
Like,1588169451,706,442
Emoticon,1588165925,737,357
Like,1588165810,657,775
Comment,1588166049,686,240
Like,1588167039,1946,662
Emoticon,1588164352,67,81
Like,1588164229,788,528
Emoticon,1588166680,808,493
Emoticon,1588167910,75,213
Like,1588161605,5837,957
Emoticon,1588167468,8285,491
Like,1588167605,649,299
Like,1588166351,2395,858
Comment,1588163776,3611,533
Like,1588165786,4915,95
Like,1588165579,712,204
Like,1588170412,648,92
Emoticon,1588164813,808,160
Comment,1588165680,1931,124
Like,1588164629,7190,556
Emoticon,1588167419,6007,101
Comment,1588165523,808,903
Emoticon,1588162061,3753,779
Comment,1588165195,652,912
Like,1588165558,705,868
Emoticon,1588163634,8019,117
Like,1588166142,3611,340
Emoticon,1588163435,656,576
Like,1588168893,642,362
Like,1588165378,690,723
Comment,1588164124,4351,503
Like,1588165539,8160,608
Emoticon,1588164136,808,17
Like,1588161481,2096,295
Emoticon,1588166787,2650,711
Like,1588163786,639,634
Comment,1588165483,677,113
Like,1588166741,639,398
Emoticon,1588164195,665,107
Comment,1588169091,9087,920
Emoticon,1588166627,716,694
Like,1588164391,6204,997
Emoticon,1588167899,671,259
Comment,1588164660,7508,789
Emoticon,1588161691,717,306
Like,1588164678,734,638
Like,1588164660,1509,823
Emoticon,1588164417,5679,81
Comment,1588161702,4160,525
Emoticon,1588165098,718,207
Comment,1588165138,676,800
Like,1588164152,724,907
Comment,1588166434,695,192
Emoticon,1588164209,70,973
Like,1588164823,665,60
Emoticon,1588164297,516,335
Comment,1588169008,8222,30
Like,1588167528,678,109
Like,1588165142,1792,704
Emoticon,1588163531,8682,596
Emoticon,1588164884,710,875
Like,1588167999,1887,441
Emoticon,1588166446,71,690
Like,1588163854,703,558
Emoticon,1588163943,654,597
Like,1588166189,2957,683
Like,1588167019,686,174
Like,1588166206,8727,733
Comment,1588164029,4351,532
Emoticon,1588163361,640,688
Like,1588166938,7378,893
Emoticon,1588163818,7817,179
Emoticon,1588165567,662,287
Emoticon,1588163193,2963,76
Like,1588168005,669,671
Emoticon,1588168386,635,539
Emoticon,1588167596,690,92
Comment,1588167461,673,917
Emoticon,1588169402,650,9
Emoticon,1588164490,1931,949
Like,1588163265,737,13
Comment,1588164260,685,54
Emoticon,1588167552,641,89
Comment,1588168074,699,800
Comment,1588164064,71,279
Comment,1588166495,642,771
Comment,1588165074,2395,831
Like,1588163272,708,814
Comment,1588163531,3741,235
Comment,1588166377,734,266
Emoticon,1588165001,118,396
Comment,1588166646,287,959
Like,1588162930,733,286
Comment,1588167575,1792,999
Like,1588167353,5187,267
Like,1588167591,71,952
Like,1588166437,705,115
Comment,1588163578,7816,511
Like,1588166715,1518,136
Emoticon,1588164247,1074,115
Comment,1588166347,662,246
Comment,1588163039,8729,905
Emoticon,1588165235,5679,742
Comment,1588165276,667,903
Emoticon,1588163056,7821,568
Like,1588162754,7378,486
Like,1588168229,706,119
Emoticon,1588161571,681,965
Comment,1588166075,634,842
Like,1588162285,8647,810
Emoticon,1588164470,4902,35
Emoticon,1588164081,729,348
Comment,1588164112,648,239
Like,1588165802,729,615
Like,1588163429,7821,389
Like,1588161689,2400,635
Emoticon,1588168070,4750,938
Comment,1588162266,723,209
Comment,1588163520,67,299
Comment,1588163116,687,802
Emoticon,1588164738,685,847
Emoticon,1588161541,654,862
Like,1588167013,2141,477
Like,1588166848,7814,710
Like,1588163599,4264,222
Comment,1588162224,4395,430
Like,1588163858,653,932
Emoticon,1588165509,2974,157
Like,1588162503,3741,84
Emoticon,1588162529,8592,423
Emoticon,1588164298,2974,629
Like,1588164608,5164,261
Emoticon,1588166369,1792,93
Like,1588163858,6007,521
Comment,1588163159,7810,275
Comment,1588163348,702,893
Like,1588164296,694,554
Emoticon,1588166747,69,740
Like,1588166444,4264,932
Emoticon,1588167795,8019,31
Comment,1588165505,729,448
Comment,1588161234,764,83
Like,1588164762,4273,845
Emoticon,1588165067,6890,462
Like,1588167077,4727,552
Comment,1588166202,639,78
Emoticon,1588161935,7810,948
Like,1588165973,6715,633
Like,1588168317,640,620
Comment,1588166173,678,305
Emoticon,1588163811,706,307
Comment,1588166311,4351,352
Like,1588166035,4620,542
Comment,1588169277,707,249
Comment,1588165924,682,946
Emoticon,1588164623,4423,714
Comment,1588164246,1616,994
Comment,1588164183,2141,147
Emoticon,1588165219,720,450
Comment,1588163163,2957,209
Comment,1588165287,4750,577
Emoticon,1588167003,732,350
Like,1588165010,643,46
Comment,1588164713,736,136
Comment,1588163898,4264,202
Like,1588165194,118,789
Emoticon,1588164211,2812,726
Like,1588163241,4423,371
Emoticon,1588167879,73,496
Comment,1588163993,7811,678
Like,1588163856,1616,340
Emoticon,1588166261,649,145
Emoticon,1588167062,701,38
Emoticon,1588167406,4915,461
Comment,1588165562,7738,384
Emoticon,1588165625,708,996
Like,1588168370,8948,954
Emoticon,1588165044,717,769
Comment,1588165271,2549,292
Emoticon,1588164270,4351,537
Comment,1588165751,4423,684
Comment,1588164193,6204,568
Like,1588166941,1603,204
Comment,1588163628,4620,31
Emoticon,1588163872,647,477
Comment,1588164247,8729,379
Emoticon,1588165767,695,421
Like,1588166218,2400,457
Like,1588166150,70,469
Comment,1588168568,7215,870
Emoticon,1588167220,699,809
Emoticon,1588164067,4740,606
Emoticon,1588164136,703,328
Emoticon,1588163993,729,86
Emoticon,1588161930,4591,339
Comment,1588165384,688,21
Like,1588164423,648,158
Emoticon,1588163735,644,606
Emoticon,1588165790,8948,963
Emoticon,1588162482,731,680
Emoticon,1588166345,6525,909
Comment,1588163842,5145,817
Comment,1588164656,639,834
Like,1588166669,5679,146
Like,1588166483,2473,443
Comment,1588162751,671,621
Comment,1588165387,5313,685
Emoticon,1588167205,728,754
Comment,1588165880,734,462
Like,1588164167,672,560
Comment,1588166687,706,585
Like,1588164015,734,311
Comment,1588166631,646,252
Like,1588163725,690,125
Comment,1588164292,4740,832
Comment,1588165454,4160,575
Like,1588167262,3741,113
Like,1588162744,7950,801
Emoticon,1588167438,690,30
Emoticon,1588165940,659,882
Like,1588163860,5313,926
Like,1588166917,7241,590
Emoticon,1588167814,5679,566
Like,1588163096,650,116
Emoticon,1588170249,6890,138
Comment,1588162003,4902,46
Like,1588164814,639,806
Comment,1588163406,1595,394
Comment,1588166918,7241,424
Emoticon,1588162070,678,494
Comment,1588163479,4915,922
Comment,1588167042,695,492
Like,1588162222,717,676
Comment,1588162101,8647,618
Like,1588166806,1603,7
Comment,1588164180,7604,291
Comment,1588162967,726,813
Like,1588164415,118,205
Emoticon,1588165468,641,373
Comment,1588167460,4620,411
Comment,1588165617,692,505
Comment,1588166609,709,890
Emoticon,1588164760,6572,925
Emoticon,1588163054,7241,785
Comment,1588166524,8729,479
Like,1588166426,516,399
Emoticon,1588164017,8592,2
Like,1588169719,708,452
Emoticon,1588167056,688,149
Comment,1588162944,665,386
Like,1588168686,659,905
Emoticon,1588164701,695,123
Like,1588164344,732,31
Comment,1588165079,1603,853
Like,1588164179,73,805
Like,1588166281,3592,896
Comment,1588163791,5013,392
Emoticon,1588165380,2466,154
Comment,1588161288,788,839
Emoticon,1588163115,726,785
Like,1588163983,2400,530
Emoticon,1588160357,719,79
Emoticon,1588166929,7821,526
Like,1588162703,715,938
Like,1588166815,642,78
Emoticon,1588160650,4742,379
Like,1588166456,639,495
Comment,1588163102,664,409
Like,1588168850,1931,66
Emoticon,1588165162,74,791
Emoticon,1588168109,1440,325
Like,1588166292,709,993
Comment,1588166124,764,813
Emoticon,1588163454,657,322
Emoticon,1588164708,71,268
Comment,1588169414,2650,146
Emoticon,1588166227,5145,252
Emoticon,1588165050,516,640
Comment,1588164769,734,597
Like,1588162626,664,640
Like,1588166723,736,1000
Like,1588163677,8682,48
Emoticon,1588162731,655,855
Like,1588162508,7215,198
Like,1588164385,720,752
Like,1588166942,724,394
Comment,1588166066,702,140
Emoticon,1588168256,8727,527
Comment,1588165463,9087,782
Emoticon,1588165865,1509,75
Like,1588161989,3558,145
Emoticon,1588167284,675,902
Emoticon,1588163391,8160,757
Emoticon,1588165539,1167,553
Comment,1588167359,672,158
Like,1588169272,1518,466
Like,1588162667,674,346
Comment,1588164448,701,187
Like,1588168548,2395,384
Comment,1588166628,693,726
Like,1588166642,671,727
Comment,1588161740,2753,825
Comment,1588164195,681,384
Like,1588164754,666,116
Emoticon,1588164471,5013,527
Emoticon,1588167222,682,854
Emoticon,1588164992,8948,312
Like,1588165976,1595,213
Like,1588163141,653,59
Like,1588166760,698,442
Emoticon,1588163581,3402,15
Emoticon,1588164440,693,106
Emoticon,1588166443,665,602
Comment,1588168065,1167,881
Like,1588162109,655,295
Like,1588167405,727,44
Emoticon,1588162320,1518,394
Like,1588165176,3402,941
Comment,1588162731,3390,351
Comment,1588166799,4018,969
Like,1588163795,652,610
Like,1588164997,4160,161
Like,1588164321,4750,11
Comment,1588166849,7821,234
Like,1588165250,669,851
Emoticon,1588166042,70,435
Emoticon,1588168657,4160,834
Like,1588165519,729,542
Comment,1588170097,7215,676
Like,1588167000,650,637
Comment,1588167045,7738,961
Like,1588166434,685,492
Like,1588160617,726,86
Emoticon,1588167861,1500,609
Comment,1588166339,1074,250
Emoticon,1588162451,2105,38
Like,1588168919,722,889
Like,1588164651,657,567
Like,1588161646,4264,45
Like,1588165227,647,445
Emoticon,1588164953,732,723
Like,1588163750,2957,4
Emoticon,1588164830,726,525
Emoticon,1588166394,465,791
Like,1588162199,1074,667
Like,1588161410,695,863
Comment,1588165020,730,6
Comment,1588164911,699,1000
Comment,1588166351,2974,71
Comment,1588166157,764,399
Comment,1588165367,657,487
Emoticon,1588162739,1616,383
Emoticon,1588160620,698,402
Emoticon,1588164315,8222,784
Comment,1588162938,7270,939
Comment,1588165402,677,346
Emoticon,1588166343,6572,944
Emoticon,1588165518,656,343
Emoticon,1588163202,735,738
Emoticon,1588166868,702,19
Like,1588165862,688,683
Emoticon,1588165504,2974,603
Emoticon,1588166059,7950,87
Like,1588166165,736,881
Comment,1588162434,2957,299
Like,1588166941,8592,537
Comment,1588168878,8160,176
Comment,1588163569,643,503
Like,1588165339,733,726
Like,1588166160,665,992
Comment,1588166353,692,43
Like,1588165525,5521,791
Emoticon,1588165941,6204,22
Emoticon,1588164336,693,127
Like,1588165530,415,66
Comment,1588165867,1595,267
Emoticon,1588165073,736,701
Emoticon,1588167524,706,526
Like,1588167839,70,552
Emoticon,1588162860,5187,736
Comment,1588161865,7815,453
Like,1588165035,716,542
Emoticon,1588165508,7814,291
Comment,1588164529,7821,235
Emoticon,1588168355,2105,129
Emoticon,1588163509,703,118
Like,1588165049,2238,694
Like,1588161391,833,601
Emoticon,1588167059,2466,597
Emoticon,1588165892,74,694
Like,1588165121,720,399
Like,1588167562,4902,580
Like,1588165489,8729,14
Like,1588165221,118,721
Comment,1588165315,70,468
Like,1588164001,639,208
Comment,1588167418,65,902
Like,1588167000,3390,260
Comment,1588167677,17,859
Like,1588164102,3402,850
Like,1588165798,4915,901
Emoticon,1588165329,764,791
Like,1588164615,118,223
Emoticon,1588168097,3808,271
Emoticon,1588163053,711,355
Like,1588165038,711,179
Like,1588165631,17,909
Comment,1588168029,728,377
Emoticon,1588167206,71,257
Emoticon,1588168656,5249,563
Comment,1588165742,670,856
Comment,1588166937,676,409
Comment,1588163906,646,498
Comment,1588163252,833,933
Like,1588163024,668,884
Like,1588166609,662,780
Like,1588160188,7817,506
Comment,1588160813,644,88
Emoticon,1588164673,704,267
Comment,1588166149,710,782
Comment,1588162832,7817,745
Like,1588168632,2650,57
Emoticon,1588162950,669,1000
Comment,1588166619,1792,776
Like,1588162939,723,468
Comment,1588164063,735,64
Comment,1588167639,2395,38
Like,1588169115,8727,892
Like,1588161677,3753,127
Emoticon,1588162936,5052,437
Comment,1588166939,638,687
Emoticon,1588161630,5249,117
Like,1588165346,1500,572
Emoticon,1588165150,1518,555
Emoticon,1588165190,1616,943
Comment,1588165495,652,274
Like,1588167383,639,635
Emoticon,1588164194,727,159
Like,1588162830,700,644
Emoticon,1588164212,8019,111
Like,1588162132,674,512
Comment,1588165439,8285,992
Comment,1588164513,2141,220
Emoticon,1588166786,662,463
Comment,1588165114,4750,627
Like,1588164392,7215,523
Emoticon,1588159581,637,961
Emoticon,1588161954,674,693
Emoticon,1588164563,7215,614
Comment,1588167643,6204,172
Comment,1588163404,646,889
Like,1588165615,661,35
Comment,1588168474,1074,708
Comment,1588164009,656,223
Emoticon,1588165023,6890,37
Like,1588163534,7815,881
Comment,1588162817,118,472
Comment,1588165312,640,583
Emoticon,1588164301,3808,887
Emoticon,1588162270,6007,756
Emoticon,1588166313,3402,488
Comment,1588162930,6007,910
Like,1588164200,8160,440
Comment,1588161505,3592,586
Comment,1588163516,731,298
Emoticon,1588166115,1509,852
Like,1588166545,833,302
Emoticon,1588163040,640,142
Emoticon,1588162560,681,818
Comment,1588165591,679,633
Emoticon,1588164280,7813,870
Comment,1588164442,714,736
Emoticon,1588170211,5052,650
Like,1588165142,669,317
Emoticon,1588167711,668,567
Emoticon,1588166053,7811,284
Like,1588166459,730,737
Comment,1588163725,639,917
Like,1588168854,685,308
Comment,1588166759,1931,882
Comment,1588165452,653,667
Comment,1588164544,7815,722
Like,1588160570,4018,713
Emoticon,1588163716,714,418
Like,1588167269,6204,216
Like,1588163077,2957,317
Like,1588165508,686,857
Like,1588167019,709,519
Emoticon,1588164390,732,949
Emoticon,1588164187,671,592
Like,1588169058,696,918
Emoticon,1588165561,670,305
Emoticon,1588166193,7738,738
Emoticon,1588161121,701,407
Comment,1588164638,65,654
Emoticon,1588162929,2096,334
Emoticon,1588166717,717,941
Comment,1588163886,734,211
Comment,1588166744,4591,875
Emoticon,1588164901,673,628
Comment,1588166509,8727,58
Emoticon,1588163157,674,940
Emoticon,1588162719,647,797
Comment,1588164872,646,881
Like,1588164577,658,416
Emoticon,1588166438,689,216
Like,1588164384,637,924
Emoticon,1588167149,6071,567
Comment,1588165357,2473,467
Like,1588164768,680,839
Comment,1588169862,4395,779
Emoticon,1588164052,7045,81
Like,1588163713,4740,123
Comment,1588165604,731,606
Comment,1588163991,7604,480
Emoticon,1588161744,673,507
Comment,1588162437,5145,1
Like,1588163987,715,345
Comment,1588161672,1946,797
Like,1588166216,693,986
Comment,1588167110,6071,224
Like,1588163890,735,185
Emoticon,1588165732,2141,294
Comment,1588165836,3558,240
Emoticon,1588163271,737,815
Like,1588165971,643,963
Like,1588163362,7816,429
Emoticon,1588165960,703,432
Like,1588162203,3402,817
Comment,1588168596,2395,241
Emoticon,1588163004,654,164
Comment,1588167081,8160,249
Comment,1588168207,698,504
Emoticon,1588164944,118,9
Like,1588165537,287,277
Comment,1588165540,415,818
Comment,1588166379,649,409
Emoticon,1588166004,1931,584
Emoticon,1588164405,2792,459
Like,1588165146,3753,673
Emoticon,1588167949,1946,495
Like,1588163891,5145,748
Comment,1588168240,7738,395
Comment,1588163359,677,925
Comment,1588162699,7124,925
Emoticon,1588166694,2466,117
Like,1588168300,666,170
Like,1588164921,718,685
Emoticon,1588165901,4740,454
Like,1588166991,707,416
Like,1588168432,675,26
Comment,1588167183,4742,112
Emoticon,1588164715,3741,387
Like,1588166723,3753,544
Comment,1588165371,2974,494
Like,1588167476,4742,111
Like,1588166020,706,726
Like,1588166147,5164,745
Emoticon,1588163641,674,598
Like,1588163672,687,249
Like,1588167939,118,712
Like,1588163347,678,769
Comment,1588166494,7815,484
Comment,1588166993,658,336
Like,1588162623,9139,814
Like,1588160718,7810,331
Comment,1588164303,7738,166
Emoticon,1588165524,5679,369
Emoticon,1588163442,2105,377
Comment,1588163702,682,22
Emoticon,1588161844,1595,706
Comment,1588166846,696,918
Emoticon,1588164396,702,604
Like,1588165164,666,609
Emoticon,1588167448,640,245
Emoticon,1588158962,7816,744
Emoticon,1588163694,4742,761
Comment,1588165874,702,390
Comment,1588166641,7812,122
Emoticon,1588167606,737,751
Emoticon,1588164992,3558,435
Like,1588166629,8727,986
Comment,1588163398,665,848
Like,1588163589,653,249
Like,1588167674,677,241
Comment,1588165871,2974,294
Emoticon,1588166455,724,973
Emoticon,1588166165,676,125
Emoticon,1588162624,1509,770
Emoticon,1588167831,708,926
Emoticon,1588167919,1931,837
Like,1588164795,667,544
Comment,1588164471,8222,923
Emoticon,1588167644,653,74
Like,1588161935,8642,609
Like,1588167950,692,550
Comment,1588164887,695,619
Emoticon,1588161002,7270,12
Emoticon,1588162425,4902,126
Emoticon,1588162983,689,173
Emoticon,1588162351,9087,846
Comment,1588162644,650,484
Comment,1588168289,664,492
Comment,1588164855,705,44
Comment,1588163876,692,285
Like,1588165894,1509,392
Comment,1588164687,8727,890
Emoticon,1588166280,4423,196
Comment,1588164753,68,968
Emoticon,1588168668,1500,238
Like,1588166279,4915,321
Comment,1588166906,2702,620
Emoticon,1588164248,9139,336
Like,1588166009,7124,259
Like,1588160639,6071,886
Emoticon,1588162348,643,139
Like,1588162703,684,916
Like,1588166739,698,219
Emoticon,1588166879,6525,243
Comment,1588162417,2702,884
Emoticon,1588163743,650,621
Comment,1588166282,677,299
Like,1588165107,4160,30
Emoticon,1588164715,2096,36
Like,1588165405,692,199
Comment,1588167543,642,306
Emoticon,1588164151,73,868
Comment,1588164822,71,762
Emoticon,1588167388,75,339
Emoticon,1588167721,465,377
Like,1588165018,643,780
Like,1588168768,7814,13
Like,1588167216,703,2
Emoticon,1588165930,2141,411
Comment,1588165566,634,869
Comment,1588163390,5679,163
Emoticon,1588165512,672,167
Emoticon,1588164199,728,643
Comment,1588164141,4740,943
Emoticon,1588166675,3390,328
Like,1588164925,8019,47
Like,1588165240,5521,485
Comment,1588164013,7508,751
Like,1588162933,663,722
Comment,1588166396,728,212
Like,1588163986,9139,665
Emoticon,1588166947,688,332
Comment,1588166352,699,955
Emoticon,1588164969,726,280
Emoticon,1588163169,764,124
Like,1588165981,720,906
Emoticon,1588166785,718,213
Comment,1588163271,5013,47
Emoticon,1588164106,723,548
Comment,1588163881,669,731
Comment,1588165622,2096,377
Like,1588166009,4591,922
Comment,1588161247,658,873
Emoticon,1588162900,642,26
Like,1588165611,647,382
Emoticon,1588165930,7604,237
Emoticon,1588164476,687,641
Emoticon,1588166418,707,877
Emoticon,1588163531,649,86
Comment,1588165310,639,1000
Emoticon,1588165373,736,352
Comment,1588165637,8160,63
Comment,1588165934,6988,649
Like,1588163383,717,424
Like,1588166834,730,516
Like,1588166317,833,419
Comment,1588167776,2930,716
Emoticon,1588165060,701,872
Like,1588167832,713,532
Comment,1588165349,7508,630
Comment,1588167575,652,925
Like,1588165777,287,176
Comment,1588165211,4591,333
Like,1588166341,1518,495
Comment,1588164291,695,698
Like,1588167707,672,470
Emoticon,1588165387,3402,976
Like,1588167986,2549,496
Emoticon,1588164363,67,379
Like,1588162837,1616,680
Emoticon,1588163216,722,814
Emoticon,1588163842,652,861
Emoticon,1588165439,7508,101
Comment,1588162832,3753,651
Emoticon,1588166193,4902,353
Emoticon,1588168305,686,58
Like,1588168498,7817,504
Emoticon,1588162341,7677,593
Like,1588166932,1792,978
Like,1588166199,703,365
Comment,1588165207,3558,459
Emoticon,1588168499,8019,83
Emoticon,1588165373,1509,598
Emoticon,1588161404,690,889
Comment,1588164516,8948,182
Emoticon,1588167124,674,55
Emoticon,1588165717,808,287
Emoticon,1588164430,725,209
Comment,1588167814,4423,313
Comment,1588167588,722,943
Like,1588165318,4273,947
Like,1588167646,4591,111
Emoticon,1588166258,703,991
Like,1588163721,687,772
Comment,1588166099,710,872
Like,1588164936,702,837
Like,1588163949,687,990
Like,1588166694,67,272
Like,1588167574,690,597
Comment,1588163634,8019,698
Emoticon,1588164482,696,910
Like,1588163969,686,194
Comment,1588165252,764,32
Like,1588165854,7811,528
Comment,1588164309,2400,886
Emoticon,1588164721,713,853
Emoticon,1588162180,3808,808
Comment,1588171740,641,440
Comment,1588164430,693,876
Emoticon,1588167504,1518,57
Like,1588166495,7813,808
Like,1588164954,649,263
Emoticon,1588164882,4915,870
Comment,1588166871,7270,492
Like,1588163659,635,439
Emoticon,1588166353,641,611
Emoticon,1588166514,638,659
Comment,1588166173,9087,201
Emoticon,1588165438,644,131
Like,1588163460,680,432
Like,1588165575,731,664
Comment,1588163135,2930,564
Comment,1588163911,672,241
Emoticon,1588163974,711,550
Emoticon,1588164182,69,829
Emoticon,1588164789,713,742
Emoticon,1588166283,2753,114
Comment,1588165615,644,567
Emoticon,1588165997,6890,81
Like,1588164488,707,237
Comment,1588166490,652,311
Emoticon,1588166650,4915,338
Comment,1588163655,1500,396
Comment,1588164175,663,809
Comment,1588164602,715,568
Comment,1588163028,2702,323
Emoticon,1588165439,642,540
Emoticon,1588164809,74,13
Emoticon,1588164119,3808,136
Like,1588167258,2963,205
Like,1588163118,2702,803
Like,1588163504,8727,623
Like,1588162498,2812,997
Emoticon,1588164967,118,634
Comment,1588161893,658,479
Like,1588166041,663,521
Comment,1588167616,4620,515
Like,1588165242,706,725
Like,1588167469,7508,352
Emoticon,1588166261,707,853
Comment,1588164882,655,420
Emoticon,1588166115,5013,144
Emoticon,1588163537,65,531
Emoticon,1588161609,4750,69
Like,1588167630,4727,14
Like,1588164551,2792,511
Like,1588165495,8729,899
Like,1588166062,710,527
Emoticon,1588163328,2238,6
Like,1588164848,4915,54
Like,1588165772,737,534
Comment,1588164750,7124,66
Emoticon,1588166491,687,422
Like,1588161668,66,548
Comment,1588168018,6525,284
Like,1588163403,687,559
Like,1588163349,673,402
Like,1588165249,1616,711
Like,1588164462,724,925
Like,1588163683,681,584
Comment,1588166651,3592,782
Like,1588168015,735,997
Comment,1588166174,703,133
Comment,1588162804,3390,978
Like,1588163306,705,861
Comment,1588164749,7815,178
Comment,1588163662,7812,813
Emoticon,1588165962,656,527
Like,1588164464,66,53
Like,1588167346,3402,18
Emoticon,1588170565,718,943
Emoticon,1588164392,74,294
Emoticon,1588162493,691,958
Emoticon,1588163964,698,690
Like,1588166447,642,994
Comment,1588168270,720,486
Emoticon,1588164965,729,647
Like,1588165904,6944,272
Comment,1588167099,69,977
Comment,1588162442,4423,466
Comment,1588165934,1509,178
Emoticon,1588164438,5921,563
Comment,1588163593,1518,825
Emoticon,1588167744,1887,45
Like,1588164687,653,704
Like,1588166725,736,346
Comment,1588164306,6715,907
Comment,1588166698,680,958
Emoticon,1588162402,639,519
Comment,1588167344,706,985
Like,1588164428,2702,443
